array,site,long,lat,easting_12n,northing_12n,start_date,end_date,camera_failure_details,deployment_id,array_visit
LU22,LU22_5,-114.68970999999999,56.822190000000006,274852.4875796503,6303664.229806572,2023-09-19,2024-09-06,NA,NA,LU22_2023
LU22,LU22_87,-114.6878,57.01785999999999,276144.28220286965,6325420.482061884,2023-09-20,2024-09-06,NA,NA,LU22_2023
LU22,LU22_25,-114.66645,56.8749,276585.5554839649,6309450.362244281,2023-09-19,2024-09-06,NA,NA,LU22_2023
LU22,LU22_89,-114.65742999999999,57.02902,278053.32658725674,6326562.528815917,2023-09-20,2024-09-06,NA,NA,LU22_2023
LU22,LU22_18,-114.64916000000001,56.86026,277551.5804849148,6307765.697105906,2023-09-19,2024-09-06,NA,NA,LU22_2023
LU22,LU22_32,-114.62615,56.88297,279087.53802371764,6310216.947386268,2023-09-19,2024-09-06,NA,NA,LU22_2023
LU22,LU22_8,-114.62565,56.837219999999995,278848.00271359447,6305126.875024515,2023-09-19,2024-09-06,NA,NA,LU22_2023
LU22,LU22_6,-114.62326,56.81301,278850.98982393485,6302426.444154083,2023-09-21,2023-10-22,"Retrieved in field Sept 6. Camera stops capturing images after Oct 22, 2023",NA,LU22_2023
LU22,LU22_81,-114.62210999999999,57.01878,280135.0234476422,6325309.263129374,2023-09-20,2024-09-06,NA,NA,LU22_2023
LU22,LU22_7,-114.61899,56.82454,279179.35745426046,6303695.049177172,2023-09-21,2024-09-06,NA,NA,LU22_2023
LU22,LU22_69,-114.6179,56.992160000000005,280233.41997249733,6322334.89756941,2023-09-20,2024-09-08,NA,NA,LU22_2023
LU22,LU22_70,-114.56931,56.99237000000001,283184.63930413144,6322202.89030534,2023-09-21,2024-09-07,NA,NA,LU22_2023
LU22,LU22_82,-114.55493,57.007130000000004,284143.2234376769,6323799.041054042,2023-09-21,2024-09-07,NA,NA,LU22_2023
LU22,LU22_94,-114.55387999999999,57.035720000000005,284372.62468652613,6326975.741215391,2023-09-21,2024-09-07,NA,NA,LU22_2023
LU22,LU22_101,-114.53072,57.051199999999994,285866.244138318,6328624.6327269785,2023-09-21,2024-09-07,NA,NA,LU22_2023
LU22,LU22_71,-114.52732,56.99336,285739.6665283183,6322180.439921975,2023-09-21,2024-09-07,NA,NA,LU22_2023
LU22,LU22_77,-114.50988,56.99992,286836.01852826326,6322855.512768574,2023-09-21,2024-09-07,NA,NA,LU22_2023
LU22,LU22_72,-114.49997,56.992560000000005,287395.5815441827,6322005.953942663,2023-09-21,2024-09-07,NA,NA,LU22_2023
LU22,LU22_65,-114.48563,56.9833,288213.6116218814,6320931.387649228,2023-09-21,2024-09-07,NA,NA,LU22_2023
LU22,LU22_60,-114.44941000000001,56.97107,290344.49425623624,6319459.248128993,2023-09-21,2024-09-07,NA,NA,LU22_2023
LU22,LU22_61,-114.41562000000002,56.96989,292390.6926155946,6319224.763035239,2023-09-21,2024-09-07,NA,NA,LU22_2023
LU22,LU22_53,-114.40262000000001,56.95737999999999,293111.12388462963,6317793.768159278,2023-09-21,2024-09-07,NA,NA,LU22_2023
LU22,LU22_46,-114.39758,56.9445,293346.12822672783,6316345.805062288,2023-09-21,2024-09-07,NA,NA,LU22_2023
LU22,LU22_40,-114.38989,56.925920000000005,293711.0458081497,6314255.816636079,2023-09-21,2024-09-07,NA,NA,LU22_2023
LU22,LU22_47,-114.38641,56.93777,293988.0827720766,6315563.455030292,2023-09-21,2024-09-07,NA,NA,LU22_2023
LU4,LU4_N15_24,-111.87921,55.914489999999994,445045.3837896178,6196911.838385494,2024-09-22,NA,still deployed as of 2025-09-22,D1,LU4_2024
LU4,LU4_M14_24,-111.90018,55.91824,443740.1341503732,6197346.035651333,2024-09-22,NA,still deployed as of 2025-09-22,D1,LU4_2024
LU4,LU4_J14_24,-111.95599,55.933510000000005,440275.70051397185,6199092.234626255,2024-09-22,NA,still deployed as of 2025-09-22,D1,LU4_2024
LU4,LU4_J15_24,-111.95122000000002,55.92326,440558.0014876725,6197947.400306579,2024-09-22,NA,still deployed as of 2025-09-22,D1,LU4_2024
LU4,LU4_I12_24,-111.98608,55.94541,438414.8170074222,6200442.979521334,2024-09-21,NA,still deployed as of 2025-09-22,D1,LU4_2024
LU4,LU4_I13_24,-111.97481,55.93436,439101.319312145,6199203.2432150645,2024-09-22,NA,still deployed as of 2025-09-22,D1,LU4_2024
LU4,LU4_Q10_24,-111.80965,55.97324,449469.640626851,6203397.178945236,2024-09-22,NA,still deployed as of 2025-09-22,D1,LU4_2024
LU4,LU4_O10_24,-111.85977999999999,55.97773,446347.32125933236,6203934.657544599,2024-09-22,NA,still deployed as of 2025-09-22,D1,LU4_2024
LU4,LU4_R7_24,-111.79310000000001,56.027190000000004,450571.41123993555,6209389.479389067,2024-09-22,NA,still deployed as of 2025-09-22,D1,LU4_2024
LU4,LU4_R9_24,-111.78338,56.00365,451147.4757731475,6206762.714588829,2024-09-22,NA,still deployed as of 2025-09-22,D1,LU4_2024
LU4,LU4_T8_24,-111.7458,56.0117,453500.6287795085,6207632.701455218,2024-09-22,NA,still deployed as of 2025-09-22,D1,LU4_2024
LU4,LU4_O16_24,-111.8605,55.892340000000004,446184.15061247424,6194432.040309359,2024-09-21,NA,still deployed as of 2025-09-22,D1,LU4_2024
LU4,LU4_J26_24,-111.94558,55.76973000000001,440677.0635024017,6180856.3820716,2024-09-21,NA,still deployed as of 2025-09-22,D1,LU4_2024
LU4,LU4_K25_24,-111.93428000000002,55.780910000000006,441402.7459947823,6182090.963468305,2024-09-21,NA,still deployed as of 2025-09-22,D1,LU4_2024
LU4,LU4_L23_24,-111.91465000000002,55.805879999999995,442670.57455715165,6184853.405779424,2024-09-21,NA,still deployed as of 2025-09-22,D1,LU4_2024
LU4,LU4_H26_24,-112.00691,55.77022,436830.3310184401,6180965.119132385,2024-09-21,NA,still deployed as of 2025-09-22,D1,LU4_2024
LU4,LU4_K23_24,-111.93501,55.795260000000006,441378.51605547394,6183688.563819422,2024-09-21,NA,still deployed as of 2025-09-22,D1,LU4_2024
LU4,LU4_J21_24,-111.95554,55.83117,440146.5459040875,6187702.4866285315,2024-09-21,NA,still deployed as of 2025-09-22,D1,LU4_2024
LU4,LU4_I21_24,-111.98164000000001,55.83113,438511.67989148677,6187720.903327952,2024-09-21,NA,still deployed as of 2025-09-22,D1,LU4_2024
LU4,LU4_N30_24,-111.86361000000001,55.71499,445743.5749300306,6174697.346569824,2024-09-21,NA,still deployed as of 2025-09-22,D1,LU4_2024
LU4,LU4_O23_24,-111.85566999999999,55.797320000000006,446355.5145783655,6183853.529044293,2024-09-21,NA,still deployed as of 2025-09-22,D1,LU4_2024
LU4,LU4_O22_24,-111.85468,55.819039999999994,446447.40636939445,6186269.965314373,2024-09-21,NA,still deployed as of 2025-09-22,D1,LU4_2024
LU4,LU4_L18_24,-111.92156000000001,55.87907,442345.89575142623,6193004.396961214,2024-09-21,NA,still deployed as of 2025-09-22,D1,LU4_2024
LU4,LU4_L17_24,-111.92601,55.893150000000006,442088.47547186527,6194575.074030929,2024-09-21,NA,still deployed as of 2025-09-22,D1,LU4_2024
LU4,LU4_K17_24,-111.94687,55.88441999999999,440770.665528935,6193621.170647765,2024-09-21,NA,still deployed as of 2025-09-22,D1,LU4_2024
LU4,LU4_K19_24,-111.92846999999999,55.859559999999995,441884.48304182885,6190838.916740796,2024-09-21,NA,still deployed as of 2025-09-22,D1,LU4_2024
LU4,LU4_I22_24,-111.98206,55.81486999999999,438459.71056197485,6185911.732647317,2024-09-21,NA,still deployed as of 2025-09-22,D1,LU4_2024
LU4,LU4_Q20_24,-111.80308,55.84694,449716.49368591985,6189336.267016291,2024-09-20,NA,still deployed as of 2025-09-22,D1,LU4_2024
LU4,LU4_V25_24,-111.70454000000001,55.78956,455821.32448916027,6182883.218244597,2024-09-20,NA,still deployed as of 2025-09-22,D1,LU4_2024
LU4,LU4_P22_24,-111.82844999999999,55.82927,448104.5045432968,6187388.488761806,2024-09-20,NA,still deployed as of 2025-09-22,D1,LU4_2024
LU4,LU4_O21_24,-111.85242,55.83902,446616.38199904806,6188491.787140376,2024-09-20,NA,still deployed as of 2025-09-22,D1,LU4_2024
LU4,LU4_P17_24,-111.82772999999999,55.88746999999999,448227.05608047557,6193865.05219226,2024-09-20,NA,still deployed as of 2025-09-22,D1,LU4_2024
LU4,LU4_Q16_24,-111.81104,55.90385,449292.32585898606,6195675.642102487,2024-09-20,NA,still deployed as of 2025-09-22,D1,LU4_2024
LU4,LU4_V19_24,-111.70020000000001,55.86918,456183.0611816249,6191741.458703699,2024-09-20,NA,still deployed as of 2025-09-22,D1,LU4_2024
LU4,LU4_O17_24,-111.85127,55.87772,446741.36534570495,6192797.830986013,2024-09-20,NA,still deployed as of 2025-09-22,D1,LU4_2024
LU4,LU4_W19_24,-111.68882999999998,55.85603,456879.99377200264,6190270.831942253,2024-09-20,NA,still deployed as of 2025-09-22,D1,LU4_2024
LU4,LU4_Y25_24,-111.63432999999999,55.77042,460204.3211804763,6180710.572467722,2024-09-20,NA,still deployed as of 2025-09-22,D1,LU4_2024
LU4,LU4_S17_24,-111.7704,55.89083,451817.01919703634,6194197.585022041,2024-09-20,NA,still deployed as of 2025-09-22,D1,LU4_2024
LU4,LU4_S18_24,-111.77399,55.87502,451572.8163769387,6192440.5735071385,2024-09-20,NA,still deployed as of 2025-09-22,D1,LU4_2024
LU4,LU4_R14_24,-111.78384,55.92705,451022.13522393536,6198238.013036998,2024-09-20,NA,still deployed as of 2025-09-22,D1,LU4_2024
LU4,LU4_V17_24,-111.69994,55.89145,456224.3982533385,6194219.767912953,2024-09-20,NA,still deployed as of 2025-09-22,D1,LU4_2024
LU4,LU4_U15_24,-111.72498,55.912350000000004,454682.75165997946,6196561.899089807,2024-09-20,NA,still deployed as of 2025-09-22,D1,LU4_2024
LU4,LU4_M12_24,-111.90623000000001,55.95113,443409.9941451427,6201011.331288654,2024-09-22,NA,still deployed as of 2025-09-22,D1,LU4_2024
LU4,LU4_O13_24,-111.86098,55.94499,446227.0644478283,6200291.892595046,2024-09-22,NA,still deployed as of 2025-09-22,D1,LU4_2024
LU4,LU4_P15_24,-111.81956000000001,55.917579999999994,448777.7560341754,6197209.950818497,2024-09-22,NA,still deployed as of 2025-09-22,D1,LU4_2024
LU4,LU4_E15_24,-112.06311000000001,55.905030000000004,433535.06707010965,6196020.418775275,2024-09-19,NA,still deployed as of 2025-09-22,D1,LU4_2024
LU4,LU4_G17_24,-112.02958,55.88353,435595.65075987164,6193596.00716159,2024-09-19,NA,still deployed as of 2025-09-22,D1,LU4_2024
LU4,LU4_G13_24,-112.03049,55.94081,435633.69043701194,6199971.489145523,2024-09-19,NA,still deployed as of 2025-09-22,D1,LU4_2024
LU4,LU4_G12_24,-112.01728000000001,55.94603,436467.32518829603,6200540.205061694,2024-09-19,NA,still deployed as of 2025-09-22,D1,LU4_2024
LU4,LU4_F14_24,-112.04711000000002,55.92842,434574.73952891055,6198608.210024544,2024-09-19,NA,still deployed as of 2025-09-22,D1,LU4_2024
LU3,LU3_102_24,-110.85664,55.33079,509094.92534079193,6131611.765355075,2024-09-19,2025-09-13,NA,D1,LU3_2024
LU3,LU3_5_24,-110.86115000000001,55.3405,508806.65204146574,6132691.763673473,2024-09-18,NA,destroyed by fire (M122). No redeployment.,D1,LU3_2024
LU3,LU3_103_24,-110.82492,55.33155,511107.06451494194,6131700.941155893,2024-09-18,NA,destroyed by fire (HLPXN10080599). New cam redeployed.,D1,LU3_2024
LU3,LU3_131_24,-110.79507,55.33242,513000.4592461557,6131802.923897924,2024-09-18,NA,destroyed by fire (HLPXN10081023). No redeployment. Last pic May 29,D1,LU3_2024
LU3,LU3_39_24,-111.24130000000001,55.46697,484744.1933031013,6146783.843515233,2024-09-18,2025-09-13,NA,D1,LU3_2024
LU3,LU3_18_24,-111.11601,55.53701,492678.4541472719,6154558.1167814415,2024-09-18,2025-09-13,NA,D1,LU3_2024
LU3,LU3_20_24,-111.04176000000001,55.526740000000004,497363.7833486548,6153409.86193821,2024-09-18,2025-09-15,NA,D1,LU3_2024
LU3,LU3_19_24,-111.07006,55.52441,495577.0056655511,6153151.996633201,2024-09-18,2025-09-15,NA,D1,LU3_2024
LU3,LU3_111_24,-111.11929,55.39867,492445.04310492886,6139162.954261384,2024-09-18,2025-09-13,NA,D1,LU3_2024
LU3,LU3_AB21_24,-110.92094,55.353739999999995,505012.7609062595,6134159.2498757215,2024-09-18,2025-09-13,NA,D1,LU3_2024
LU3,LU3_27_24,-110.96258,55.551339999999996,502360.7678135672,6156147.412361896,2024-09-18,2025-09-15,NA,D1,LU3_2024
LU3,LU3_36_24,-111.22444,55.44802,485803.33317625197,6144671.384053836,2024-09-18,2025-09-15,NA,D1,LU3_2024
LU3,LU3_40_24,-111.16622000000001,55.47228,489492.4127758119,6147360.873282464,2024-09-18,2025-09-13,NA,D1,LU3_2024
LU3,LU3_41_24,-111.16662000000001,55.46191,489464.36209566524,6146206.88338582,2024-09-18,2025-09-13,NA,D1,LU3_2024
LU3,LU3_52_24,-110.89193,55.56309,506815.92771225446,6157459.726517699,2024-09-17,2025-09-14,NA,D1,LU3_2024
LU3,LU3_15_24,-110.79481000000001,55.49429,512963.8421650483,6149816.891813893,2024-09-17,NA,destroyed by fire (ACME-2022-38). No redeployment.,D1,LU3_2024
LU3,LU3_44_24,-110.84861000000001,55.50127,509563.0863016951,6150584.965791902,2024-09-17,2025-09-14,NA,D1,LU3_2024
LU3,LU3_17_24,-110.85306999999999,55.512170000000005,509278.7909548461,6151797.402366916,2024-09-17,2025-09-14,NA,D1,LU3_2024
LU3,LU3_147_24,-110.84389,55.538610000000006,509851.90837568906,6154741.13376434,2024-09-17,2025-09-14,NA,D1,LU3_2024
LU3,LU3_51_24,-110.82727,55.55735,510895.59031357325,6156829.168917988,2024-09-17,2025-09-13,NA,D1,LU3_2024
LU3,LU3_AH7_24,-110.78812,55.550219999999996,513367.53903649177,6156042.514746911,2024-09-17,NA,destroyed by fire (ACME-2022-37). No redeployment.,D1,LU3_2024
LU3,LU3_126_24,-110.77219,55.55331,514371.435619946,6156389.5771635845,2024-09-17,NA,destroyed by fire (HLPXHN100080928). No redeployment.,D1,LU3_2024
LU3,LU3_129_24,-110.82378999999999,55.5796,511108.8228758167,6159305.905737386,2024-09-17,2025-02-15,last pic (2024-25) is Feb 15,D1,LU3_2024
LU3,LU3_28_24,-110.88823,55.55165999999999,507051.3314107409,6156188.060772927,2024-09-14,2025-09-14,NA,D1,LU3_2024
LU3,LU3_AH14_24,-110.8048,55.44932,512346.7245904381,6144810.478736508,2024-09-14,NA,destroyed by fire (ACME-2023-53). No redeployment.,D1,LU3_2024
LU3,LU3_38_24,-110.76325000000001,55.44714,514975.6519708126,6144576.03264552,2024-09-14,NA,destroyed by fire (ACME-2022-24). No redeployment.,D1,LU3_2024
LU3,LU3_13_24,-111.11476,55.50204,492750.9177368985,6150666.228579591,2024-09-16,2025-09-13,NA,D1,LU3_2024
LU3,LU3_25_24,-110.90795000000001,55.54145,505808.74428192043,6155049.975550907,2024-09-14,2025-09-14,Slate photo is 20min ahead. Correct time is 14:21,D1,LU3_2024
LU3,LU3_21_24,-110.91692000000002,55.523540000000004,505245.0822769797,6153056.081128608,2024-09-14,2025-09-14,NA,D1,LU3_2024
LU3,LU3_AC10_24,-110.89947,55.49767,506350.91480480705,6150178.507739998,2024-09-14,2025-09-14,NA,D1,LU3_2024
LU3,LU3_46_24,-110.89547999999999,55.50836,506601.19165946235,6151368.549934033,2024-09-14,2025-09-14,NA,D1,LU3_2024
LU3,LU3_10_24,-110.78262000000001,55.432,513755.66667115415,6142887.151518168,2024-09-14,2025-09-14,destroyed by fire (ACME-2023-31). No redeployment.,D1,LU3_2024
LU3,LU3_AE12_24,-110.86,55.46934,508850.751430867,6147030.038883708,2024-09-14,2025-09-14,NA,D1,LU3_2024
LU3,LU3_7_24,-110.75069,55.406259999999996,515786.43453883985,6140029.417647693,2024-09-14,2025-09-14,destroyed by fire (ACME-2023-33). No redeployment.,D1,LU3_2024
LU3,LU3_14_24,-111.09359,55.50077,494087.9792761916,6150522.88880969,2024-09-12,NA,"camera stopped early (acme-2024-65), power issues?",D1,LU3_2024
LU3,LU3_137_24,-111.19794,55.425580000000004,487472.4497903948,6142169.019932412,2024-09-13,NA,"no photos from 2024-25, camera was not armed properly",D1,LU3_2024
LU3,LU3_M20_24,-111.22409,55.36191,485794.61915254686,6135088.4636045005,2024-09-13,2025-09-15,NA,D1,LU3_2024
LU3,LU3_L22_24,-111.25957,55.34597,483538.8856617146,6133322.389569685,2024-09-13,2025-09-15,NA,D1,LU3_2024
LU3,LU3_J23_24,-111.29207,55.33335,481471.9549651659,6131926.13800034,2024-09-13,2025-09-15,NA,D1,LU3_2024
LU3,LU3_U6_24,-111.07124,55.54963,495505.3877810266,6155958.776458508,2024-09-13,2025-09-15,NA,D1,LU3_2024
LU3,LU3_L16_24,-111.25236999999998,55.43167,484030.0601543298,6142857.901089158,2024-09-13,2025-09-15,NA,D1,LU3_2024
LU3,LU3_N18_24,-111.20204,55.39662,487203.6067453993,6138946.91435419,2024-09-13,2025-09-15,NA,D1,LU3_2024
LU3,LU3_L15_24,-111.26420000000002,55.43909,483284.5967510785,6143686.426317057,2024-09-13,2025-09-15,NA,D1,LU3_2024
LU3,LU3_32_24,-111.20446000000001,55.40956,487054.56410325086,6140387.404688433,2024-09-13,2025-09-15,NA,D1,LU3_2024
LU3,LU3_W7_24,-111.02058,55.535720000000005,498701.1259231465,6154408.635222381,2024-09-13,2025-09-15,NA,D1,LU3_2024
LU3,LU3_45_24,-110.96526000000001,55.51741,502193.5785402974,6152371.295662192,2024-09-13,2025-09-15,NA,D1,LU3_2024
LU3,LU3_50_24,-111.03038,55.55157,498083.3856762018,6156172.792156921,2024-09-13,2025-09-15,NA,D1,LU3_2024
LU3,LU3_49_24,-111.07929,55.55693,494998.4314159951,6156771.737134828,2024-09-13,2025-09-15,NA,D1,LU3_2024
LU3,LU3_Y8_24,-110.99135000000001,55.529,500546.02412586694,6153660.616354126,2024-09-13,2025-09-15,NA,D1,LU3_2024
LU3,LU3_48_24,-111.09758000000001,55.54882,493843.44127494295,6155870.65121995,2024-09-12,2025-09-13,NA,D1,LU3_2024
LU2,LU2_21_24,-111.62406,54.94687,460027.3340244813,6089057.401158405,2024-10-02,2025-09-16,NA,D1,LU2_2024
LU2,LU2_34_24,-111.40060000000001,54.884809999999995,474300.9149857187,6082046.805394434,2024-10-03,2025-09-17,NA,D1,LU2_2024
LU2,LU2_O25_24,-111.51841,54.860679999999995,466723.41985154746,6079411.317609565,2024-10-03,2025-09-18,"2025 slate date incorrect, correct date is Sept 18",D1,LU2_2024
LU2,LU2_W21_24,-111.34402000000001,54.91412,477946.6120422653,6085289.02539836,2024-10-03,2025-09-17,"2025 slate date incorrect, correct date is Sept 17",D1,LU2_2024
LU2,LU2_36_24,-111.35772,54.92016,477071.8118255624,6085965.537869067,2024-10-03,2025-09-17,NA,D1,LU2_2024
LU2,LU2_15_24,-111.38596,54.907849999999996,475254.2172667281,6084605.336605655,2024-10-03,2025-09-17,NA,D1,LU2_2024
LU2,LU2_13_24,-111.40118000000001,54.8979,474272.0508997198,6083503.622214815,2024-10-03,2025-09-17,NA,D1,LU2_2024
LU2,LU2_5_24,-111.40779,54.873039999999996,473832.0437775048,6080739.750707543,2024-10-03,2025-09-17,NA,D1,LU2_2024
LU2,LU2_101_24,-111.41917000000001,54.865970000000004,473097.08427869837,6079957.3425053265,2024-10-03,2025-09-17,NA,D1,LU2_2024
LU2,LU2_32_24,-111.44619000000002,54.862320000000004,471360.32775316475,6079561.897585535,2024-10-03,2025-09-17,NA,D1,LU2_2024
LU2,LU2_Q24_24,-111.46043,54.868210000000005,470450.6163813178,6080223.222978457,2024-10-03,2025-09-17,NA,D1,LU2_2024
LU2,LU2_56_24,-111.39801,55.016639999999995,474550.49241977156,6096715.528986035,2024-10-04,2025-09-16,NA,D1,LU2_2024
LU2,LU2_I15_24,-111.62073999999998,54.995160000000006,460287.6590341225,6094429.039889055,2024-10-04,2025-09-17,NA,D1,LU2_2024
LU2,LU2_L20_24,-111.56727000000001,54.93042,463650.00384052825,6087195.952047442,2024-10-04,2025-09-16,NA,D1,LU2_2024
LU2,LU2_L46_24,-111.51447,54.96862,467064.58079108014,6091420.575157723,2024-10-04,2025-09-16,NA,D1,LU2_2024
LU2,LU2_110_24,-111.47915,54.91793,469287.0690385561,6085763.908015865,2024-10-04,2025-09-16,NA,D1,LU2_2024
LU2,LU2_39_24,-111.49609000000001,54.92215000000001,468204.57209971064,6086241.055580542,2024-10-04,2025-09-16,NA,D1,LU2_2024
LU2,LU2_17_24,-111.50965000000001,54.92506,467337.8487828884,6086571.111488048,2024-10-04,2025-09-16,NA,D1,LU2_2024
LU2,LU2_155_24,-111.40743,54.97483,473921.0633662538,6092066.466140091,2024-10-04,2025-09-16,NA,D1,LU2_2024
LU2,LU2_50_24,-111.49672000000001,54.97717,468207.64763416816,6092363.783346288,2024-10-04,2025-09-16,NA,D1,LU2_2024
LU2,LU2_O16_24,-111.52131,54.979839999999996,466636.0034560033,6092672.343633317,2024-10-04,2025-09-16,NA,D1,LU2_2024
LU2,LU2_U13_24,-111.39526000000001,55.026390000000006,474732.46447249805,6097799.496933406,2024-10-04,2025-09-16,NA,D1,LU2_2024
LU2,LU2_44_24,-111.42572999999999,54.95451,472735.95999022684,6089812.285579418,2024-10-04,NA,"camera stopped in Nov (ACME-2022-108), swapped. Power issues?",D1,LU2_2024
LU2,LU2_143_24,-111.43223,54.93753,472308.02955046843,6087925.3548767585,2024-10-04,2025-09-16,NA,D1,LU2_2024
LU2,LU2_18_24,-111.4588,54.92096,470593.67907244794,6086092.337956357,2024-10-04,2025-09-16,NA,D1,LU2_2024
LU2,LU2_52_24,-111.40191000000002,54.99469,474287.08418784,6094274.3994205855,2024-10-04,2025-09-16,bumped time forward 5min upon deployment,D1,LU2_2024
LU2,LU2_123_24,-111.66807999999999,55.006530000000005,457271.174934234,6095722.154882478,2024-10-02,2025-09-17,NA,D1,LU2_2024
LU2,LU2_H16_24,-111.64069,54.98771,459003.76644595776,6093611.538705647,2024-10-02,2025-09-17,NA,D1,LU2_2024
LU2,LU2_27_24,-111.65131,55.00157,458338.58878894575,6095160.105699078,2024-10-02,2025-09-17,NA,D1,LU2_2024
LU2,LU2_31_24,-111.47424000000001,54.864279999999994,469561.3674520007,6079791.823501855,2024-10-03,2025-09-17,NA,D1,LU2_2024
LU2,LU2_3_24,-111.48871,54.87183999999999,468638.5004979982,6080639.446630126,2024-10-03,2025-09-17,NA,D1,LU2_2024
LU2,LU2_J27_24,-111.59897,54.839819999999996,461532.515630358,6077131.372793152,2024-10-03,2025-09-18,NA,D1,LU2_2024
LU2,LU2_E27_24,-111.70158,54.83282,454934.9270701873,6076413.607732167,2024-10-03,2025-09-17,NA,D1,LU2_2024
LU2,LU2_G25_24,-111.67183999999999,54.85085999999999,456864.45181876316,6078402.264649514,2024-10-02,2025-09-18,some photos turned pink. Broken cam is acme-2022-69,D1,LU2_2024
LU2,LU2_G26_24,-111.68176999999999,54.841739999999994,456217.031867936,6077393.608209671,2024-10-02,2025-09-17,NA,D1,LU2_2024
LU2,LU2_106_24,-111.78869,54.88797999999999,449408.7373521994,6082610.908285439,2024-10-02,2025-09-17,NA,D1,LU2_2024
LU2,LU2_20_24,-111.63141,54.95559,459565.3082987853,6090031.948715524,2024-10-02,2025-09-17,NA,D1,LU2_2024
LU2,LU2_25_24,-111.63927,54.97014,459076.7624428341,6091655.583668354,2024-10-02,2025-09-17,NA,D1,LU2_2024
LU2,LU2_40_24,-111.58346999999999,54.93741,462618.4222332672,6087982.302227784,2024-10-02,2025-09-16,Note new site name with _25 suffix due to repositioning. Slate site name incorrect.,D1,LU2_2024
LU2,LU2_38_24,-111.52653,54.926190000000005,466257.00908475154,6086704.859157451,2024-10-02,2025-09-16,NA,D1,LU2_2024
LU2,LU2_137_24,-111.59857,54.94318,461656.5025904858,6088632.532240364,2024-10-02,2025-09-16,NA,D1,LU2_2024
LU2,LU2_47_24,-111.64789,54.97665,458531.66428341315,6092385.066646826,2024-10-02,2025-09-17,NA,D1,LU2_2024
LU2,LU2_26_24,-111.41757000000001,54.967879999999994,473267.40669854614,6091296.914331258,2024-10-04,2025-09-16,NA,D1,LU2_2024
LU2,LU2_H26_24,-111.64287999999999,54.85124999999999,458724.2025626897,6078428.218025239,2024-10-04,2025-09-18,NA,D1,LU2_2024
LU2,LU2_29_24,-111.56652000000001,54.85591,463630.9943198132,6078904.448064876,2024-10-02,2025-09-18,NA,D1,LU2_2024
LU2,LU2_K26_24,-111.59702000000001,54.84896,461666.41321419,6078147.349475866,2024-10-02,2025-09-18,NA,D1,LU2_2024
LU2,LU2_100_24,-111.76685,54.99394,450938.83814397984,6094386.000162612,2024-10-02,2025-09-17,NA,D1,LU2_2024
LU2,LU2_30_24,-111.601,54.8581,461419.5912302216,6079166.580568524,2024-10-02,2025-09-18,NA,D1,LU2_2024
LU2,LU2_33_24,-111.50657,54.86689,467488.41550255707,6080096.776342232,2024-10-02,2025-09-17,NA,D1,LU2_2024
LU2,LU2_M25_24,-111.54182000000002,54.86258,465222.38885593,6079634.109292145,2024-10-02,2025-09-18,NA,D1,LU2_2024
LU8,LU8_N19_24,-112.02212999999999,57.35516,438501.8375585801,6357383.715627776,2024-10-01,2025-09-11,NA,D1,LU8_2024
LU8,LU8_M19_24,-112.02953,57.346869999999996,438042.66120922426,6356467.634421413,2024-10-01,2025-09-11,NA,D1,LU8_2024
LU8,LU8_N20_24,-112.00639,57.341339999999995,439426.0668459976,6355831.233854353,2024-10-01,2025-09-11,NA,D1,LU8_2024
LU8,LU8_O20_24,-111.98232,57.33569,440865.68529422005,6355181.137598242,2024-10-01,2025-09-11,NA,D1,LU8_2024
LU8,LU8_N18_24,-112.00683,57.366550000000004,439441.111121024,6358637.863542633,2024-10-01,2025-09-11,NA,D1,LU8_2024
LU8,LU8_S25_24,-111.90127000000001,57.27087,445649.0859404142,6347898.178225402,2024-09-25,2025-09-10,NA,D1,LU8_2024
LU8,LU8_AC29_24,-111.69046,57.21347,458296.8913592,6341360.063809865,2024-09-25,2025-09-10,NA,D1,LU8_2024
LU8,LU8_AC28_24,-111.68562,57.22453000000001,458601.6036401342,6342588.266933158,2024-09-25,2025-09-10,NA,D1,LU8_2024
LU8,LU8_AB29_24,-111.71024000000001,57.22901000000001,457120.25331731973,6343102.187793406,2024-09-24,2025-09-10,NA,D1,LU8_2024
LU8,LU8_AC30_24,-111.69106000000001,57.202020000000005,458247.72899442085,6340085.866323227,2024-09-25,2025-09-10,NA,D1,LU8_2024
LU8,LU8_T25_24,-111.87669999999999,57.27803000000001,447140.98680703744,6348675.8519070875,2024-09-25,2025-09-10,NA,D1,LU8_2024
LU8,LU8_S24_24,-111.89812,57.27964,445851.9143511928,6348871.897620337,2024-09-25,2025-09-10,NA,D1,LU8_2024
LU8,LU8_AE29_24,-111.64945,57.21758,460778.1700861935,6341793.223879603,2024-09-25,2025-09-10,NA,D1,LU8_2024
LU8,LU8_AD29_24,-111.6539,57.22887000000001,460521.4887696223,6343052.555114451,2024-09-25,2025-09-10,NA,D1,LU8_2024
LU8,LU8_AD28_24,-111.66135,57.243570000000005,460087.59500036493,6344693.248412146,2024-09-25,2025-09-10,NA,D1,LU8_2024
LU8,LU8_AD27_24,-111.66636,57.25323,459795.76607785386,6345771.513475584,2024-09-25,2025-09-10,NA,D1,LU8_2024
LU8,LU8_AC24_24,-111.68489,57.283730000000006,458711.938631893,6349177.765108297,2024-09-25,2025-09-10,NA,D1,LU8_2024
