array,site,camera_days,species,detections,presence
LU2,LU2_15_24,350,moose,0,0
LU2,LU2_15_24,350,red fox,0,0
LU2,LU2_15_24,350,red squirrel,0,0
LU2,LU2_15_24,350,snowshoe hare,0,0
LU2,LU2_15_24,350,white-tailed deer,0,0
LU2,LU2_15_24,350,wolverine,0,0
LU2,LU2_155_24,348,black bear,0,0
LU2,LU2_155_24,348,caribou,0,0
LU2,LU2_155_24,348,cougar,0,0
LU2,LU2_155_24,348,coyote,0,0
LU2,LU2_155_24,348,fisher,0,0
LU2,LU2_155_24,348,grey wolf,0,0
LU2,LU2_155_24,348,lynx,0,0
LU2,LU2_155_24,348,moose,0,0
LU2,LU2_155_24,348,red fox,0,0
LU2,LU2_155_24,348,red squirrel,0,0
LU2,LU2_155_24,348,snowshoe hare,0,0
LU2,LU2_155_24,348,white-tailed deer,0,0
LU2,LU2_155_24,348,wolverine,0,0
LU2,LU2_17_24,348,black bear,0,0
LU2,LU2_17_24,348,caribou,0,0
LU2,LU2_17_24,348,cougar,0,0
LU2,LU2_17_24,348,coyote,0,0
LU2,LU2_17_24,348,fisher,0,0
LU2,LU2_17_24,348,grey wolf,0,0
LU2,LU2_17_24,348,lynx,0,0
LU2,LU2_17_24,348,moose,0,0
LU2,LU2_17_24,348,red fox,0,0
LU2,LU2_17_24,348,red squirrel,0,0
LU2,LU2_17_24,348,snowshoe hare,0,0
LU2,LU2_17_24,348,white-tailed deer,0,0
LU2,LU2_17_24,348,wolverine,0,0
LU2,LU2_18_24,348,black bear,0,0
LU2,LU2_18_24,348,caribou,0,0
LU2,LU2_18_24,348,cougar,0,0
LU2,LU2_18_24,348,coyote,0,0
LU2,LU2_18_24,348,fisher,0,0
LU2,LU2_18_24,348,grey wolf,0,0
LU2,LU2_18_24,348,lynx,0,0
LU2,LU2_18_24,348,moose,0,0
LU2,LU2_18_24,348,red fox,0,0
LU2,LU2_18_24,348,red squirrel,0,0
LU2,LU2_18_24,348,snowshoe hare,0,0
LU2,LU2_18_24,348,white-tailed deer,0,0
LU2,LU2_18_24,348,wolverine,0,0
LU2,LU2_20_24,351,black bear,0,0
LU2,LU2_20_24,351,caribou,0,0
LU2,LU2_20_24,351,cougar,0,0
LU2,LU2_20_24,351,coyote,0,0
LU2,LU2_20_24,351,fisher,0,0
LU2,LU2_20_24,351,grey wolf,0,0
LU2,LU2_20_24,351,lynx,0,0
LU2,LU2_20_24,351,moose,0,0
LU2,LU2_20_24,351,red fox,0,0
LU2,LU2_20_24,351,red squirrel,0,0
LU2,LU2_20_24,351,snowshoe hare,0,0
LU2,LU2_20_24,351,white-tailed deer,0,0
LU2,LU2_20_24,351,wolverine,0,0
LU2,LU2_21_24,350,black bear,0,0
LU2,LU2_21_24,350,caribou,0,0
LU2,LU2_21_24,350,cougar,0,0
LU2,LU2_21_24,350,coyote,0,0
LU2,LU2_21_24,350,fisher,0,0
LU2,LU2_21_24,350,grey wolf,0,0
LU2,LU2_21_24,350,lynx,0,0
LU2,LU2_21_24,350,moose,0,0
LU2,LU2_21_24,350,red fox,0,0
LU2,LU2_21_24,350,red squirrel,0,0
LU2,LU2_21_24,350,snowshoe hare,0,0
LU2,LU2_21_24,350,white-tailed deer,0,0
LU2,LU2_21_24,350,wolverine,0,0
LU2,LU2_25_24,351,black bear,0,0
LU2,LU2_25_24,351,caribou,0,0
LU2,LU2_25_24,351,cougar,0,0
LU2,LU2_25_24,351,coyote,0,0
LU2,LU2_25_24,351,fisher,0,0
LU2,LU2_25_24,351,grey wolf,0,0
LU2,LU2_25_24,351,lynx,0,0
LU2,LU2_25_24,351,moose,0,0
LU2,LU2_25_24,351,red fox,0,0
LU2,LU2_25_24,351,red squirrel,0,0
LU2,LU2_25_24,351,snowshoe hare,0,0
LU2,LU2_25_24,351,white-tailed deer,0,0
LU2,LU2_25_24,351,wolverine,0,0
LU2,LU2_26_24,348,black bear,0,0
LU2,LU2_26_24,348,caribou,0,0
LU2,LU2_26_24,348,cougar,0,0
LU2,LU2_26_24,348,coyote,0,0
LU2,LU2_26_24,348,fisher,0,0
LU2,LU2_26_24,348,grey wolf,0,0
LU2,LU2_26_24,348,lynx,0,0
LU2,LU2_26_24,348,moose,0,0
LU2,LU2_26_24,348,red fox,0,0
LU2,LU2_26_24,348,red squirrel,0,0
LU2,LU2_26_24,348,snowshoe hare,0,0
LU2,LU2_26_24,348,white-tailed deer,0,0
LU2,LU2_26_24,348,wolverine,0,0
LU2,LU2_27_24,347,black bear,2,1
LU2,LU2_27_24,347,caribou,0,0
LU2,LU2_27_24,347,cougar,0,0
LU2,LU2_27_24,347,coyote,12,1
LU2,LU2_27_24,347,fisher,0,0
LU2,LU2_27_24,347,grey wolf,1,1
LU2,LU2_27_24,347,lynx,0,0
LU2,LU2_27_24,347,moose,2,1
LU2,LU2_27_24,347,red fox,0,0
LU2,LU2_27_24,347,red squirrel,2,1
LU2,LU2_27_24,347,snowshoe hare,27,1
LU2,LU2_27_24,347,white-tailed deer,21,1
LU2,LU2_27_24,347,wolverine,0,0
LU2,LU2_29_24,352,black bear,15,1
LU2,LU2_29_24,352,caribou,0,0
LU2,LU2_29_24,352,cougar,0,0
LU2,LU2_29_24,352,coyote,8,1
LU2,LU2_29_24,352,fisher,1,1
LU2,LU2_29_24,352,grey wolf,1,1
LU2,LU2_29_24,352,lynx,0,0
LU2,LU2_29_24,352,moose,0,0
LU2,LU2_29_24,352,red fox,0,0
LU2,LU2_29_24,352,red squirrel,33,1
LU2,LU2_29_24,352,snowshoe hare,125,1
LU2,LU2_29_24,352,white-tailed deer,12,1
LU2,LU2_29_24,352,wolverine,1,1
LU2,LU2_3_24,344,black bear,11,1
LU2,LU2_3_24,344,caribou,0,0
LU2,LU2_3_24,344,cougar,0,0
LU2,LU2_3_24,344,coyote,0,0
LU2,LU2_3_24,344,fisher,5,1
LU2,LU2_3_24,344,grey wolf,2,1
LU2,LU2_3_24,344,lynx,0,0
LU2,LU2_3_24,344,moose,0,0
LU2,LU2_3_24,344,red fox,0,0
LU2,LU2_3_24,344,red squirrel,13,1
LU2,LU2_3_24,344,snowshoe hare,1,1
LU2,LU2_3_24,344,white-tailed deer,32,1
LU2,LU2_3_24,344,wolverine,0,0
LU2,LU2_30_24,350,black bear,6,1
LU2,LU2_30_24,350,caribou,0,0
LU2,LU2_30_24,350,cougar,0,0
LU2,LU2_30_24,350,coyote,0,0
LU2,LU2_30_24,350,fisher,2,1
LU2,LU2_30_24,350,grey wolf,1,1
LU2,LU2_30_24,350,lynx,0,0
LU2,LU2_30_24,350,moose,0,0
LU2,LU2_30_24,350,red fox,0,0
LU2,LU2_30_24,350,red squirrel,2,1
LU2,LU2_30_24,350,snowshoe hare,0,0
LU2,LU2_30_24,350,white-tailed deer,26,1
LU2,LU2_30_24,350,wolverine,0,0
LU2,LU2_31_24,316,black bear,12,1
LU2,LU2_31_24,316,caribou,0,0
LU2,LU2_31_24,316,cougar,0,0
LU2,LU2_31_24,316,coyote,12,1
LU2,LU2_31_24,316,fisher,0,0
LU2,LU2_31_24,316,grey wolf,0,0
LU2,LU2_31_24,316,lynx,2,1
LU2,LU2_31_24,316,moose,0,0
LU2,LU2_31_24,316,red fox,0,0
LU2,LU2_31_24,316,red squirrel,36,1
LU2,LU2_31_24,316,snowshoe hare,61,1
LU2,LU2_31_24,316,white-tailed deer,20,1
LU2,LU2_31_24,316,wolverine,0,0
LU2,LU2_32_24,350,black bear,0,0
LU2,LU2_32_24,350,caribou,0,0
LU2,LU2_32_24,350,cougar,0,0
LU2,LU2_32_24,350,coyote,0,0
LU2,LU2_32_24,350,fisher,0,0
LU2,LU2_32_24,350,grey wolf,0,0
LU2,LU2_32_24,350,lynx,0,0
LU2,LU2_32_24,350,moose,0,0
LU2,LU2_32_24,350,red fox,0,0
LU2,LU2_32_24,350,red squirrel,0,0
LU2,LU2_32_24,350,snowshoe hare,0,0
LU2,LU2_32_24,350,white-tailed deer,0,0
LU2,LU2_32_24,350,wolverine,0,0
LU2,LU2_33_24,351,black bear,0,0
LU2,LU2_33_24,351,caribou,0,0
LU2,LU2_33_24,351,cougar,0,0
LU2,LU2_33_24,351,coyote,0,0
LU2,LU2_33_24,351,fisher,0,0
LU2,LU2_33_24,351,grey wolf,0,0
LU2,LU2_33_24,351,lynx,0,0
LU2,LU2_33_24,351,moose,0,0
LU2,LU2_33_24,351,red fox,0,0
LU2,LU2_33_24,351,red squirrel,0,0
LU2,LU2_33_24,351,snowshoe hare,0,0
LU2,LU2_33_24,351,white-tailed deer,0,0
LU2,LU2_33_24,351,wolverine,0,0
LU2,LU2_34_24,350,black bear,0,0
LU2,LU2_34_24,350,caribou,0,0
LU2,LU2_34_24,350,cougar,0,0
LU2,LU2_34_24,350,coyote,0,0
LU2,LU2_34_24,350,fisher,0,0
LU2,LU2_34_24,350,grey wolf,0,0
LU2,LU2_34_24,350,lynx,0,0
LU2,LU2_34_24,350,moose,0,0
LU2,LU2_34_24,350,red fox,0,0
LU2,LU2_34_24,350,red squirrel,0,0
LU2,LU2_34_24,350,snowshoe hare,0,0
LU2,LU2_34_24,350,white-tailed deer,0,0
LU2,LU2_34_24,350,wolverine,0,0
LU2,LU2_36_24,350,black bear,0,0
LU2,LU2_36_24,350,caribou,0,0
LU2,LU2_36_24,350,cougar,0,0
LU2,LU2_36_24,350,coyote,0,0
LU2,LU2_36_24,350,fisher,0,0
LU2,LU2_36_24,350,grey wolf,0,0
LU2,LU2_36_24,350,lynx,0,0
LU2,LU2_36_24,350,moose,0,0
LU2,LU2_36_24,350,red fox,0,0
LU2,LU2_36_24,350,red squirrel,0,0
LU2,LU2_36_24,350,snowshoe hare,0,0
LU2,LU2_36_24,350,white-tailed deer,0,0
LU2,LU2_36_24,350,wolverine,0,0
LU2,LU2_38_24,350,black bear,0,0
LU2,LU2_38_24,350,caribou,0,0
LU2,LU2_38_24,350,cougar,0,0
LU2,LU2_38_24,350,coyote,0,0
LU2,LU2_38_24,350,fisher,0,0
LU2,LU2_38_24,350,grey wolf,0,0
LU2,LU2_38_24,350,lynx,0,0
LU2,LU2_38_24,350,moose,0,0
LU2,LU2_38_24,350,red fox,0,0
LU2,LU2_38_24,350,red squirrel,0,0
LU2,LU2_38_24,350,snowshoe hare,0,0
LU2,LU2_38_24,350,white-tailed deer,0,0
LU2,LU2_38_24,350,wolverine,0,0
LU2,LU2_39_24,348,black bear,0,0
LU2,LU2_39_24,348,caribou,0,0
LU2,LU2_39_24,348,cougar,0,0
LU2,LU2_39_24,348,coyote,0,0
LU2,LU2_39_24,348,fisher,0,0
LU2,LU2_39_24,348,grey wolf,0,0
LU2,LU2_39_24,348,lynx,0,0
LU2,LU2_39_24,348,moose,0,0
LU2,LU2_39_24,348,red fox,0,0
LU2,LU2_39_24,348,red squirrel,0,0
LU2,LU2_39_24,348,snowshoe hare,0,0
LU2,LU2_39_24,348,white-tailed deer,0,0
LU2,LU2_39_24,348,wolverine,0,0
LU2,LU2_40_24,350,black bear,0,0
LU2,LU2_40_24,350,caribou,0,0
LU2,LU2_40_24,350,cougar,0,0
LU2,LU2_40_24,350,coyote,0,0
LU2,LU2_40_24,350,fisher,0,0
LU2,LU2_40_24,350,grey wolf,0,0
LU2,LU2_40_24,350,lynx,0,0
LU2,LU2_40_24,350,moose,0,0
LU2,LU2_40_24,350,red fox,0,0
LU2,LU2_40_24,350,red squirrel,0,0
LU2,LU2_40_24,350,snowshoe hare,0,0
LU2,LU2_40_24,350,white-tailed deer,0,0
LU2,LU2_40_24,350,wolverine,0,0
LU2,LU2_47_24,351,black bear,0,0
LU2,LU2_47_24,351,caribou,0,0
LU2,LU2_47_24,351,cougar,0,0
LU2,LU2_47_24,351,coyote,0,0
LU2,LU2_47_24,351,fisher,0,0
LU2,LU2_47_24,351,grey wolf,0,0
LU2,LU2_47_24,351,lynx,0,0
LU2,LU2_47_24,351,moose,0,0
LU2,LU2_47_24,351,red fox,0,0
LU2,LU2_47_24,351,red squirrel,0,0
LU2,LU2_47_24,351,snowshoe hare,0,0
LU2,LU2_47_24,351,white-tailed deer,0,0
LU2,LU2_47_24,351,wolverine,0,0
LU2,LU2_5_24,350,black bear,0,0
LU2,LU2_5_24,350,caribou,0,0
LU2,LU2_5_24,350,cougar,0,0
LU2,LU2_5_24,350,coyote,0,0
LU2,LU2_5_24,350,fisher,0,0
LU2,LU2_5_24,350,grey wolf,0,0
LU2,LU2_5_24,350,lynx,0,0
LU2,LU2_5_24,350,moose,0,0
LU2,LU2_5_24,350,red fox,0,0
LU2,LU2_5_24,350,red squirrel,0,0
LU2,LU2_5_24,350,snowshoe hare,0,0
LU2,LU2_5_24,350,white-tailed deer,0,0
LU2,LU2_5_24,350,wolverine,0,0
LU2,LU2_50_24,348,black bear,0,0
LU2,LU2_50_24,348,caribou,0,0
LU2,LU2_50_24,348,cougar,0,0
LU2,LU2_50_24,348,coyote,0,0
LU2,LU2_50_24,348,fisher,0,0
LU2,LU2_50_24,348,grey wolf,0,0
LU2,LU2_50_24,348,lynx,0,0
LU2,LU2_50_24,348,moose,0,0
LU2,LU2_50_24,348,red fox,0,0
LU2,LU2_50_24,348,red squirrel,0,0
LU2,LU2_50_24,348,snowshoe hare,0,0
LU2,LU2_50_24,348,white-tailed deer,0,0
LU2,LU2_50_24,348,wolverine,0,0
LU2,LU2_52_24,348,black bear,0,0
LU2,LU2_52_24,348,caribou,0,0
LU2,LU2_52_24,348,cougar,0,0
LU2,LU2_52_24,348,coyote,0,0
LU2,LU2_52_24,348,fisher,0,0
LU2,LU2_52_24,348,grey wolf,0,0
LU2,LU2_52_24,348,lynx,0,0
LU2,LU2_52_24,348,moose,0,0
LU2,LU2_52_24,348,red fox,0,0
LU2,LU2_52_24,348,red squirrel,0,0
LU2,LU2_52_24,348,snowshoe hare,0,0
LU2,LU2_52_24,348,white-tailed deer,0,0
LU2,LU2_52_24,348,wolverine,0,0
LU2,LU2_56_24,348,black bear,0,0
LU2,LU2_56_24,348,caribou,0,0
LU2,LU2_56_24,348,cougar,0,0
LU2,LU2_56_24,348,coyote,0,0
LU2,LU2_56_24,348,fisher,0,0
LU2,LU2_56_24,348,grey wolf,0,0
LU2,LU2_56_24,348,lynx,0,0
LU2,LU2_56_24,348,moose,0,0
LU2,LU2_56_24,348,red fox,0,0
LU2,LU2_56_24,348,red squirrel,0,0
LU2,LU2_56_24,348,snowshoe hare,0,0
LU2,LU2_56_24,348,white-tailed deer,0,0
LU2,LU2_56_24,348,wolverine,0,0
LU2,LU2_E27_24,350,black bear,0,0
LU2,LU2_E27_24,350,caribou,0,0
LU2,LU2_E27_24,350,cougar,0,0
LU2,LU2_E27_24,350,coyote,0,0
LU2,LU2_E27_24,350,fisher,0,0
LU2,LU2_E27_24,350,grey wolf,0,0
LU2,LU2_E27_24,350,lynx,0,0
LU2,LU2_E27_24,350,moose,0,0
LU2,LU2_E27_24,350,red fox,0,0
LU2,LU2_E27_24,350,red squirrel,0,0
LU2,LU2_E27_24,350,snowshoe hare,0,0
LU2,LU2_E27_24,350,white-tailed deer,0,0
LU2,LU2_E27_24,350,wolverine,0,0
LU2,LU2_G25_24,352,black bear,0,0
LU2,LU2_G25_24,352,caribou,0,0
LU2,LU2_G25_24,352,cougar,0,0
LU2,LU2_G25_24,352,coyote,0,0
LU2,LU2_G25_24,352,fisher,0,0
LU2,LU2_G25_24,352,grey wolf,0,0
LU2,LU2_G25_24,352,lynx,0,0
LU2,LU2_G25_24,352,moose,0,0
LU2,LU2_G25_24,352,red fox,0,0
LU2,LU2_G25_24,352,red squirrel,0,0
LU2,LU2_G25_24,352,snowshoe hare,0,0
LU2,LU2_G25_24,352,white-tailed deer,0,0
LU2,LU2_G25_24,352,wolverine,0,0
LU2,LU2_G26_24,351,black bear,0,0
LU2,LU2_G26_24,351,caribou,0,0
LU2,LU2_G26_24,351,cougar,0,0
LU2,LU2_G26_24,351,coyote,0,0
LU2,LU2_G26_24,351,fisher,0,0
LU2,LU2_G26_24,351,grey wolf,0,0
LU2,LU2_G26_24,351,lynx,0,0
LU2,LU2_G26_24,351,moose,0,0
LU2,LU2_G26_24,351,red fox,0,0
LU2,LU2_G26_24,351,red squirrel,0,0
LU2,LU2_G26_24,351,snowshoe hare,0,0
LU2,LU2_G26_24,351,white-tailed deer,0,0
LU2,LU2_G26_24,351,wolverine,0,0
LU2,LU2_H16_24,351,black bear,0,0
LU2,LU2_H16_24,351,caribou,0,0
LU2,LU2_H16_24,351,cougar,0,0
LU2,LU2_H16_24,351,coyote,0,0
LU2,LU2_H16_24,351,fisher,0,0
LU2,LU2_H16_24,351,grey wolf,0,0
LU2,LU2_H16_24,351,lynx,0,0
LU2,LU2_H16_24,351,moose,0,0
LU2,LU2_H16_24,351,red fox,0,0
LU2,LU2_H16_24,351,red squirrel,0,0
LU2,LU2_H16_24,351,snowshoe hare,0,0
LU2,LU2_H16_24,351,white-tailed deer,0,0
LU2,LU2_H16_24,351,wolverine,0,0
LU2,LU2_H26_24,350,black bear,0,0
LU2,LU2_H26_24,350,caribou,0,0
LU2,LU2_H26_24,350,cougar,0,0
LU2,LU2_H26_24,350,coyote,0,0
LU2,LU2_H26_24,350,fisher,0,0
LU2,LU2_H26_24,350,grey wolf,0,0
LU2,LU2_H26_24,350,lynx,0,0
LU2,LU2_H26_24,350,moose,0,0
LU2,LU2_H26_24,350,red fox,0,0
LU2,LU2_H26_24,350,red squirrel,0,0
LU2,LU2_H26_24,350,snowshoe hare,0,0
LU2,LU2_H26_24,350,white-tailed deer,0,0
LU2,LU2_H26_24,350,wolverine,0,0
LU2,LU2_I15_24,349,black bear,0,0
LU2,LU2_I15_24,349,caribou,0,0
LU2,LU2_I15_24,349,cougar,0,0
LU2,LU2_I15_24,349,coyote,0,0
LU2,LU2_I15_24,349,fisher,0,0
LU2,LU2_I15_24,349,grey wolf,0,0
LU2,LU2_I15_24,349,lynx,0,0
LU2,LU2_I15_24,349,moose,0,0
LU2,LU2_I15_24,349,red fox,0,0
LU2,LU2_I15_24,349,red squirrel,0,0
LU2,LU2_I15_24,349,snowshoe hare,0,0
LU2,LU2_I15_24,349,white-tailed deer,0,0
LU2,LU2_I15_24,349,wolverine,0,0
LU2,LU2_J27_24,340,black bear,15,1
LU2,LU2_J27_24,340,caribou,0,0
LU2,LU2_J27_24,340,cougar,0,0
LU2,LU2_J27_24,340,coyote,1,1
LU2,LU2_J27_24,340,fisher,0,0
LU2,LU2_J27_24,340,grey wolf,0,0
LU2,LU2_J27_24,340,lynx,1,1
LU2,LU2_J27_24,340,moose,0,0
LU2,LU2_J27_24,340,red fox,0,0
LU2,LU2_J27_24,340,red squirrel,0,0
LU2,LU2_J27_24,340,snowshoe hare,1,1
LU2,LU2_J27_24,340,white-tailed deer,85,1
LU2,LU2_J27_24,340,wolverine,0,0
LU2,LU2_K26_24,352,black bear,7,1
LU2,LU2_K26_24,352,caribou,0,0
LU2,LU2_K26_24,352,cougar,0,0
LU2,LU2_K26_24,352,coyote,2,1
LU2,LU2_K26_24,352,fisher,0,0
LU2,LU2_K26_24,352,grey wolf,1,1
LU2,LU2_K26_24,352,lynx,0,0
LU2,LU2_K26_24,352,moose,0,0
LU2,LU2_K26_24,352,red fox,0,0
LU2,LU2_K26_24,352,red squirrel,4,1
LU2,LU2_K26_24,352,snowshoe hare,0,0
LU2,LU2_K26_24,352,white-tailed deer,99,1
LU2,LU2_K26_24,352,wolverine,0,0
LU2,LU2_L20_24,332,black bear,3,1
LU2,LU2_L20_24,332,caribou,0,0
LU2,LU2_L20_24,332,cougar,0,0
LU2,LU2_L20_24,332,coyote,5,1
LU2,LU2_L20_24,332,fisher,4,1
LU2,LU2_L20_24,332,grey wolf,6,1
LU2,LU2_L20_24,332,lynx,1,1
LU2,LU2_L20_24,332,moose,0,0
LU2,LU2_L20_24,332,red fox,0,0
LU2,LU2_L20_24,332,red squirrel,4,1
LU2,LU2_L20_24,332,snowshoe hare,18,1
LU2,LU2_L20_24,332,white-tailed deer,91,1
LU2,LU2_L20_24,332,wolverine,0,0
LU2,LU2_L46_24,348,black bear,0,0
LU2,LU2_L46_24,348,caribou,0,0
LU2,LU2_L46_24,348,cougar,0,0
LU2,LU2_L46_24,348,coyote,0,0
LU2,LU2_L46_24,348,fisher,0,0
LU2,LU2_L46_24,348,grey wolf,0,0
LU2,LU2_L46_24,348,lynx,0,0
LU2,LU2_L46_24,348,moose,0,0
LU2,LU2_L46_24,348,red fox,0,0
LU2,LU2_L46_24,348,red squirrel,0,0
LU2,LU2_L46_24,348,snowshoe hare,0,0
LU2,LU2_L46_24,348,white-tailed deer,0,0
LU2,LU2_L46_24,348,wolverine,0,0
LU2,LU2_M25_24,332,black bear,28,1
LU2,LU2_M25_24,332,caribou,0,0
LU2,LU2_M25_24,332,cougar,0,0
LU2,LU2_M25_24,332,coyote,4,1
LU2,LU2_M25_24,332,fisher,5,1
LU2,LU2_M25_24,332,grey wolf,0,0
LU2,LU2_M25_24,332,lynx,0,0
LU2,LU2_M25_24,332,moose,1,1
LU2,LU2_M25_24,332,red fox,0,0
LU2,LU2_M25_24,332,red squirrel,30,1
LU2,LU2_M25_24,332,snowshoe hare,1,1
LU2,LU2_M25_24,332,white-tailed deer,36,1
LU2,LU2_M25_24,332,wolverine,0,0
LU2,LU2_O16_24,338,black bear,13,1
LU2,LU2_O16_24,338,caribou,0,0
LU2,LU2_O16_24,338,cougar,0,0
LU2,LU2_O16_24,338,coyote,2,1
LU2,LU2_O16_24,338,fisher,5,1
LU2,LU2_O16_24,338,grey wolf,3,1
LU2,LU2_O16_24,338,lynx,0,0
LU2,LU2_O16_24,338,moose,2,1
LU2,LU2_O16_24,338,red fox,7,1
LU2,LU2_O16_24,338,red squirrel,0,0
LU2,LU2_O16_24,338,snowshoe hare,1,1
LU2,LU2_O16_24,338,white-tailed deer,137,1
LU2,LU2_O16_24,338,wolverine,0,0
LU2,LU2_O25_24,350,black bear,27,1
LU2,LU2_O25_24,350,caribou,0,0
LU2,LU2_O25_24,350,cougar,0,0
LU2,LU2_O25_24,350,coyote,3,1
LU2,LU2_O25_24,350,fisher,2,1
LU2,LU2_O25_24,350,grey wolf,0,0
LU2,LU2_O25_24,350,lynx,0,0
LU2,LU2_O25_24,350,moose,1,1
LU2,LU2_O25_24,350,red fox,0,0
LU2,LU2_O25_24,350,red squirrel,4,1
LU2,LU2_O25_24,350,snowshoe hare,1,1
LU2,LU2_O25_24,350,white-tailed deer,195,1
LU2,LU2_O25_24,350,wolverine,0,0
LU2,LU2_Q24_24,350,black bear,2,1
LU2,LU2_Q24_24,350,caribou,0,0
LU2,LU2_Q24_24,350,cougar,0,0
LU2,LU2_Q24_24,350,coyote,0,0
LU2,LU2_Q24_24,350,fisher,1,1
LU2,LU2_Q24_24,350,grey wolf,2,1
LU2,LU2_Q24_24,350,lynx,1,1
LU2,LU2_Q24_24,350,moose,0,0
LU2,LU2_Q24_24,350,red fox,0,0
LU2,LU2_Q24_24,350,red squirrel,0,0
LU2,LU2_Q24_24,350,snowshoe hare,29,1
LU2,LU2_Q24_24,350,white-tailed deer,3,1
LU2,LU2_Q24_24,350,wolverine,0,0
LU2,LU2_U13_24,343,black bear,8,1
LU2,LU2_U13_24,343,caribou,0,0
LU2,LU2_U13_24,343,cougar,0,0
LU2,LU2_U13_24,343,coyote,3,1
LU2,LU2_U13_24,343,fisher,0,0
LU2,LU2_U13_24,343,grey wolf,0,0
LU2,LU2_U13_24,343,lynx,1,1
LU2,LU2_U13_24,343,moose,1,1
LU2,LU2_U13_24,343,red fox,0,0
LU2,LU2_U13_24,343,red squirrel,7,1
LU2,LU2_U13_24,343,snowshoe hare,0,0
LU2,LU2_U13_24,343,white-tailed deer,72,1
LU2,LU2_U13_24,343,wolverine,0,0
LU2,LU2_W21_24,337,black bear,6,1
LU2,LU2_W21_24,337,caribou,0,0
LU2,LU2_W21_24,337,cougar,0,0
LU2,LU2_W21_24,337,coyote,8,1
LU2,LU2_W21_24,337,fisher,3,1
LU2,LU2_W21_24,337,grey wolf,2,1
LU2,LU2_W21_24,337,lynx,1,1
LU2,LU2_W21_24,337,moose,3,1
LU2,LU2_W21_24,337,red fox,0,0
LU2,LU2_W21_24,337,red squirrel,0,0
LU2,LU2_W21_24,337,snowshoe hare,3,1
LU2,LU2_W21_24,337,white-tailed deer,102,1
LU2,LU2_W21_24,337,wolverine,0,0
LU3,LU3_10,209,black bear,6,1
LU3,LU3_10,209,caribou,0,0
LU3,LU3_10,209,cougar,0,0
LU3,LU3_10,209,coyote,17,1
LU3,LU3_10,209,fisher,2,1
LU3,LU3_10,209,grey wolf,0,0
LU3,LU3_10,209,lynx,3,1
LU3,LU3_10,209,moose,1,1
LU3,LU3_10,209,red fox,0,0
LU3,LU3_10,209,red squirrel,0,0
LU3,LU3_10,209,snowshoe hare,47,1
LU3,LU3_10,209,white-tailed deer,8,1
LU3,LU3_10,209,wolverine,0,0
LU3,LU3_102,337,black bear,4,1
LU3,LU3_102,337,caribou,1,1
LU3,LU3_102,337,cougar,0,0
LU3,LU3_102,337,coyote,1,1
LU3,LU3_102,337,fisher,0,0
LU3,LU3_102,337,grey wolf,0,0
LU3,LU3_102,337,lynx,5,1
LU3,LU3_102,337,moose,0,0
LU3,LU3_102,337,red fox,0,0
LU3,LU3_102,337,red squirrel,3,1
LU3,LU3_102,337,snowshoe hare,5,1
LU3,LU3_102,337,white-tailed deer,6,1
LU3,LU3_102,337,wolverine,0,0
LU3,LU3_103,337,black bear,2,1
LU3,LU3_103,337,caribou,1,1
LU3,LU3_103,337,cougar,0,0
LU3,LU3_103,337,coyote,1,1
LU3,LU3_103,337,fisher,0,0
LU3,LU3_103,337,grey wolf,0,0
LU3,LU3_103,337,lynx,4,1
LU3,LU3_103,337,moose,2,1
LU3,LU3_103,337,red fox,0,0
LU3,LU3_103,337,red squirrel,1,1
LU3,LU3_103,337,snowshoe hare,8,1
LU3,LU3_103,337,white-tailed deer,1,1
LU3,LU3_103,337,wolverine,0,0
LU3,LU3_111,209,black bear,7,1
LU3,LU3_111,209,caribou,0,0
LU3,LU3_111,209,cougar,0,0
LU3,LU3_111,209,coyote,0,0
LU3,LU3_111,209,fisher,1,1
LU3,LU3_111,209,grey wolf,1,1
LU3,LU3_111,209,lynx,1,1
LU3,LU3_111,209,moose,0,0
LU3,LU3_111,209,red fox,0,0
LU3,LU3_111,209,red squirrel,0,0
LU3,LU3_111,209,snowshoe hare,2,1
LU3,LU3_111,209,white-tailed deer,18,1
LU3,LU3_111,209,wolverine,0,0
LU3,LU3_126,338,black bear,3,1
LU3,LU3_126,338,caribou,0,0
LU3,LU3_126,338,cougar,0,0
LU3,LU3_126,338,coyote,1,1
LU3,LU3_126,338,fisher,0,0
LU3,LU3_126,338,grey wolf,0,0
LU3,LU3_126,338,lynx,1,1
LU3,LU3_126,338,moose,0,0
LU3,LU3_126,338,red fox,0,0
LU3,LU3_126,338,red squirrel,2,1
LU3,LU3_126,338,snowshoe hare,2,1
LU3,LU3_126,338,white-tailed deer,1,1
LU3,LU3_126,338,wolverine,0,0
LU3,LU3_129,209,black bear,2,1
LU3,LU3_129,209,caribou,0,0
LU3,LU3_129,209,cougar,0,0
LU3,LU3_129,209,coyote,0,0
LU3,LU3_129,209,fisher,0,0
LU3,LU3_129,209,grey wolf,0,0
LU3,LU3_129,209,lynx,0,0
LU3,LU3_129,209,moose,0,0
LU3,LU3_129,209,red fox,0,0
LU3,LU3_129,209,red squirrel,0,0
LU3,LU3_129,209,snowshoe hare,2,1
LU3,LU3_129,209,white-tailed deer,42,1
LU3,LU3_129,209,wolverine,0,0
LU3,LU3_13,337,black bear,21,1
LU3,LU3_13,337,caribou,1,1
LU3,LU3_13,337,cougar,0,0
